"run","noSold","noArrested","noBought","tick"
64,2.0,0.0,2.0,1.0
64,6.0,0.0,6.0,2.0
64,4.0,0.0,4.0,3.0
64,2.0,0.0,2.0,4.0
64,4.0,0.0,5.0,5.0
64,2.0,0.0,2.0,6.0
64,1.0,0.0,1.0,7.0
64,0.0,0.0,0.0,8.0
64,2.0,0.0,2.0,9.0
64,1.0,0.0,1.0,10.0
64,0.0,0.0,0.0,11.0
64,1.0,0.0,1.0,12.0
64,1.0,0.0,1.0,13.0
64,1.0,0.0,1.0,14.0
64,2.0,0.0,3.0,15.0
64,2.0,0.0,2.0,16.0
64,3.0,0.0,3.0,17.0
64,2.0,0.0,2.0,18.0
64,0.0,0.0,0.0,19.0
64,0.0,0.0,0.0,20.0
66,1.0,0.0,1.0,1.0
66,0.0,0.0,0.0,2.0
66,1.0,0.0,1.0,3.0
66,2.0,1.0,2.0,4.0
66,3.0,1.0,3.0,5.0
66,4.0,1.0,3.0,6.0
66,3.0,1.0,2.0,7.0
66,5.0,1.0,4.0,8.0
66,5.0,2.0,4.0,9.0
66,6.0,3.0,4.0,10.0
66,6.0,4.0,3.0,11.0
66,7.0,4.0,4.0,12.0
66,5.0,4.0,2.0,13.0
66,4.0,4.0,0.0,14.0
66,4.0,4.0,0.0,15.0
66,6.0,5.0,2.0,16.0
66,7.0,5.0,3.0,17.0
66,7.0,6.0,4.0,18.0
66,7.0,6.0,2.0,19.0
66,7.0,7.0,0.0,20.0
68,2.0,0.0,2.0,1.0
68,2.0,0.0,2.0,2.0
68,2.0,1.0,2.0,3.0
68,2.0,1.0,1.0,4.0
68,5.0,2.0,4.0,5.0
68,4.0,2.0,3.0,6.0
68,4.0,2.0,2.0,7.0
68,4.0,3.0,1.0,8.0
68,4.0,3.0,1.0,9.0
68,4.0,3.0,2.0,10.0
68,5.0,3.0,4.0,11.0
68,5.0,3.0,2.0,12.0
68,5.0,3.0,3.0,13.0
68,6.0,3.0,4.0,14.0
68,6.0,3.0,3.0,15.0
68,6.0,3.0,3.0,16.0
68,4.0,4.0,0.0,17.0
68,4.0,4.0,0.0,18.0
68,6.0,4.0,2.0,19.0
68,7.0,4.0,4.0,20.0
70,3.0,0.0,3.0,1.0
70,1.0,0.0,1.0,2.0
70,2.0,0.0,2.0,3.0
70,2.0,0.0,4.0,4.0
70,1.0,0.0,1.0,5.0
70,2.0,0.0,2.0,6.0
70,3.0,0.0,3.0,7.0
70,1.0,0.0,1.0,8.0
70,2.0,0.0,3.0,9.0
70,4.0,0.0,4.0,10.0
70,1.0,0.0,1.0,11.0
70,1.0,0.0,1.0,12.0
70,2.0,0.0,2.0,13.0
70,3.0,0.0,4.0,14.0
70,1.0,1.0,1.0,15.0
70,3.0,1.0,2.0,16.0
70,4.0,1.0,3.0,17.0
70,4.0,1.0,3.0,18.0
70,3.0,1.0,2.0,19.0
70,5.0,1.0,5.0,20.0
72,2.0,1.0,3.0,1.0
72,4.0,1.0,3.0,2.0
72,3.0,1.0,2.0,3.0
72,2.0,1.0,1.0,4.0
72,4.0,2.0,3.0,5.0
72,3.0,3.0,2.0,6.0
72,6.0,4.0,3.0,7.0
72,5.0,4.0,1.0,8.0
72,4.0,4.0,0.0,9.0
72,4.0,4.0,0.0,10.0
72,5.0,4.0,1.0,11.0
72,5.0,4.0,1.0,12.0
72,6.0,4.0,3.0,13.0
72,6.0,4.0,3.0,14.0
72,6.0,4.0,2.0,15.0
72,7.0,4.0,3.0,16.0
72,5.0,4.0,1.0,17.0
72,4.0,4.0,1.0,18.0
72,5.0,4.0,2.0,19.0
72,6.0,4.0,3.0,20.0
74,3.0,0.0,3.0,1.0
74,2.0,0.0,2.0,2.0
74,3.0,1.0,2.0,3.0
74,4.0,1.0,3.0,4.0
74,3.0,1.0,2.0,5.0
74,2.0,1.0,1.0,6.0
74,3.0,1.0,3.0,7.0
74,2.0,1.0,2.0,8.0
74,4.0,1.0,4.0,9.0
74,4.0,2.0,2.0,10.0
74,3.0,2.0,3.0,11.0
74,4.0,2.0,2.0,12.0
74,3.0,2.0,2.0,13.0
74,2.0,2.0,1.0,14.0
74,5.0,2.0,3.0,15.0
74,3.0,2.0,1.0,16.0
74,4.0,2.0,3.0,17.0
74,7.0,2.0,5.0,18.0
74,4.0,2.0,2.0,19.0
74,4.0,2.0,2.0,20.0
76,2.0,0.0,2.0,1.0
76,2.0,0.0,2.0,2.0
76,4.0,0.0,4.0,3.0
76,1.0,0.0,1.0,4.0
76,1.0,0.0,2.0,5.0
76,1.0,0.0,3.0,6.0
76,3.0,0.0,3.0,7.0
76,0.0,0.0,0.0,8.0
76,2.0,0.0,2.0,9.0
76,4.0,0.0,4.0,10.0
76,3.0,0.0,4.0,11.0
76,1.0,0.0,2.0,12.0
76,0.0,0.0,0.0,13.0
76,3.0,0.0,4.0,14.0
76,3.0,1.0,3.0,15.0
76,3.0,2.0,2.0,16.0
76,4.0,2.0,3.0,17.0
76,4.0,2.0,4.0,18.0
76,4.0,2.0,3.0,19.0
76,3.0,2.0,2.0,20.0
78,0.0,0.0,0.0,1.0
78,2.0,0.0,2.0,2.0
78,3.0,1.0,2.0,3.0
78,3.0,2.0,1.0,4.0
78,5.0,2.0,3.0,5.0
78,5.0,3.0,3.0,6.0
78,6.0,4.0,3.0,7.0
78,4.0,4.0,1.0,8.0
78,5.0,4.0,1.0,9.0
78,4.0,4.0,2.0,10.0
78,5.0,4.0,1.0,11.0
78,6.0,5.0,5.0,12.0
78,9.0,5.0,6.0,13.0
78,6.0,5.0,1.0,14.0
78,6.0,5.0,1.0,15.0
78,5.0,5.0,1.0,16.0
78,6.0,5.0,2.0,17.0
78,7.0,5.0,2.0,18.0
78,6.0,5.0,1.0,19.0
78,6.0,5.0,1.0,20.0
80,2.0,0.0,2.0,1.0
80,1.0,0.0,1.0,2.0
80,2.0,0.0,3.0,3.0
80,3.0,0.0,3.0,4.0
80,1.0,0.0,1.0,5.0
80,3.0,0.0,4.0,6.0
80,2.0,0.0,2.0,7.0
80,2.0,0.0,4.0,8.0
80,2.0,0.0,2.0,9.0
80,2.0,0.0,2.0,10.0
80,1.0,0.0,1.0,11.0
80,0.0,0.0,0.0,12.0
80,3.0,0.0,3.0,13.0
80,1.0,0.0,1.0,14.0
80,2.0,0.0,3.0,15.0
80,2.0,0.0,2.0,16.0
80,3.0,0.0,4.0,17.0
80,0.0,0.0,0.0,18.0
80,2.0,0.0,2.0,19.0
80,1.0,1.0,1.0,20.0
82,1.0,0.0,1.0,1.0
82,4.0,0.0,4.0,2.0
82,1.0,0.0,1.0,3.0
82,2.0,0.0,2.0,4.0
82,1.0,0.0,2.0,5.0
82,0.0,0.0,0.0,6.0
82,2.0,0.0,2.0,7.0
82,2.0,0.0,2.0,8.0
82,2.0,0.0,2.0,9.0
82,1.0,0.0,1.0,10.0
82,1.0,0.0,1.0,11.0
82,3.0,0.0,4.0,12.0
82,4.0,0.0,4.0,13.0
82,2.0,1.0,2.0,14.0
82,4.0,1.0,3.0,15.0
82,4.0,1.0,4.0,16.0
82,4.0,1.0,3.0,17.0
82,1.0,1.0,0.0,18.0
82,3.0,1.0,3.0,19.0
82,3.0,1.0,2.0,20.0
84,2.0,0.0,2.0,1.0
84,2.0,0.0,2.0,2.0
84,1.0,0.0,1.0,3.0
84,2.0,0.0,2.0,4.0
84,3.0,1.0,3.0,5.0
84,4.0,3.0,3.0,6.0
84,3.0,3.0,1.0,7.0
84,5.0,3.0,2.0,8.0
84,5.0,3.0,3.0,9.0
84,5.0,3.0,2.0,10.0
84,4.0,3.0,2.0,11.0
84,7.0,3.0,4.0,12.0
84,4.0,3.0,3.0,13.0
84,4.0,3.0,1.0,14.0
84,6.0,3.0,3.0,15.0
84,6.0,4.0,3.0,16.0
84,5.0,4.0,2.0,17.0
84,9.0,4.0,6.0,18.0
84,9.0,5.0,5.0,19.0
84,6.0,5.0,3.0,20.0
86,5.0,0.0,5.0,1.0
86,1.0,0.0,1.0,2.0
86,2.0,0.0,2.0,3.0
86,3.0,0.0,3.0,4.0
86,1.0,0.0,1.0,5.0
86,3.0,1.0,2.0,6.0
86,2.0,2.0,0.0,7.0
86,3.0,2.0,2.0,8.0
86,3.0,2.0,1.0,9.0
86,3.0,2.0,1.0,10.0
86,4.0,2.0,3.0,11.0
86,5.0,2.0,6.0,12.0
86,3.0,2.0,1.0,13.0
86,3.0,3.0,0.0,14.0
86,3.0,3.0,0.0,15.0
86,5.0,3.0,3.0,16.0
86,5.0,3.0,2.0,17.0
86,4.0,3.0,2.0,18.0
86,4.0,3.0,2.0,19.0
86,4.0,3.0,1.0,20.0
88,2.0,0.0,2.0,1.0
88,2.0,0.0,2.0,2.0
88,3.0,0.0,3.0,3.0
88,2.0,0.0,2.0,4.0
88,4.0,0.0,4.0,5.0
88,1.0,0.0,1.0,6.0
88,2.0,0.0,4.0,7.0
88,2.0,0.0,2.0,8.0
88,1.0,1.0,1.0,9.0
88,3.0,1.0,2.0,10.0
88,4.0,1.0,3.0,11.0
88,5.0,1.0,4.0,12.0
88,4.0,1.0,3.0,13.0
88,2.0,1.0,1.0,14.0
88,3.0,1.0,3.0,15.0
88,4.0,1.0,4.0,16.0
88,5.0,1.0,5.0,17.0
88,3.0,1.0,2.0,18.0
88,3.0,1.0,2.0,19.0
88,2.0,1.0,1.0,20.0
90,6.0,1.0,6.0,1.0
90,2.0,1.0,1.0,2.0
90,6.0,2.0,4.0,3.0
90,4.0,2.0,2.0,4.0
90,5.0,2.0,3.0,5.0
90,4.0,2.0,2.0,6.0
90,2.0,2.0,0.0,7.0
90,2.0,2.0,1.0,8.0
90,3.0,2.0,1.0,9.0
90,5.0,2.0,3.0,10.0
90,5.0,3.0,3.0,11.0
90,3.0,3.0,1.0,12.0
90,4.0,3.0,1.0,13.0
90,4.0,3.0,2.0,14.0
90,6.0,4.0,3.0,15.0
90,4.0,4.0,1.0,16.0
90,4.0,4.0,1.0,17.0
90,6.0,4.0,2.0,18.0
90,6.0,4.0,5.0,19.0
90,5.0,5.0,0.0,20.0
